"SEQN","SDDSRVYR","RIDSTATR","RIAGENDR","RIDAGEYR","RIDAGEMN","RIDRETH1","RIDRETH3","RIDEXMON","RIDEXAGM","DMQMILIZ","DMQADFC","DMDBORN4","DMDCITZN","DMDYRSUS","DMDEDUC3","DMDEDUC2","DMDMARTL","RIDEXPRG","SIALANG","SIAPROXY","SIAINTRP","FIALANG","FIAPROXY","FIAINTRP","MIALANG","MIAPROXY","MIAINTRP","AIALANGA","DMDHHSIZ","DMDFMSIZ","DMDHHSZA","DMDHHSZB","DMDHHSZE","DMDHRGND","DMDHRAGE","DMDHRBR4","DMDHREDU","DMDHRMAR","DMDHSEDU","WTINT2YR","WTMEC2YR","SDMVPSU","SDMVSTRA","INDHHIN2","INDFMIN2","INDFMPIR"
73694,8,2,2,66,,3,3,2,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,1,72,1,4,1,3,76613.875616,77265.069765,1,109,10,10,4.51
73695,8,1,2,79,,3,3,,,2,,1,1,,,4,1,,1,2,2,1,2,2,,,,,2,2,0,0,2,1,80,1,4,1,4,68573.686426,0,1,105,9,9,3.61
73696,8,2,2,8,,3,3,1,100,,,1,1,,1,,,,1,1,2,1,2,2,1,2,2,1,3,3,0,1,0,2,27,1,3,1,3,47881.365367,48793.566775,2,116,99,99,
73697,8,2,2,57,,3,3,2,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,1,1,80,2,3,1,5,84145.999065,85893.302223,2,104,8,8,3.18
73698,8,2,1,23,,3,3,1,,2,,1,1,,,4,6,,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,1,23,1,4,6,,75477.903922,75025.204324,2,114,9,6,2.74
73699,8,2,1,20,,3,3,2,,2,,1,1,,,2,5,,1,2,2,,,,,,,,2,1,0,0,0,2,38,,,5,,33767.745472,34450.550864,1,113,,,
73700,8,2,1,0,10,1,1,2,11,,,1,1,,,,,,1,1,2,1,2,2,,,,,4,4,3,0,0,2,33,1,5,4,,8510.295841,8459.358344,1,110,3,3,0.51
73701,8,2,1,47,,5,6,2,,2,,2,2,4,,5,1,,1,2,2,1,2,2,1,2,2,3,4,4,1,0,0,1,47,2,5,1,5,15836.447816,16694.715057,2,104,15,15,4.19
73702,8,2,2,48,,3,3,2,,2,,1,1,,,2,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,1,52,1,4,1,2,82152.110665,81166.214601,2,113,9,9,3.81
73703,8,2,2,38,,2,2,1,,2,,2,1,5,,2,1,2,2,2,2,2,2,2,1,2,2,2,4,4,1,1,0,1,44,2,5,1,,34427.412184,35886.262082,1,108,77,77,
73704,8,2,2,8,,3,3,2,104,,,1,1,,2,,,,1,1,2,1,2,2,1,2,2,1,7,7,2,3,0,2,53,1,2,4,,20309.907117,21212.094102,1,107,7,7,0.93
73705,8,2,1,10,,3,3,1,124,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,1,4,4,1,1,0,2,37,1,5,1,5,39419.957175,40035.566775,2,114,15,15,4.19
73706,8,2,1,54,,3,3,2,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,4,4,0,1,1,2,62,2,4,1,4,25346.245212,26393.198829,1,106,6,6,1.44
73707,8,2,1,45,,4,4,2,,2,,1,1,,,3,5,,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,1,45,1,3,5,,28280.402304,29082.043437,2,105,77,1,0
73708,8,2,1,69,,1,1,2,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,4,3,0,0,2,1,46,1,5,6,,18961.371824,18746.991814,1,106,15,15,5
73709,8,2,1,64,,4,4,1,,1,1,1,1,,,3,1,,1,2,2,1,2,2,,,,,2,2,0,0,1,2,57,1,4,1,3,14122.831429,14009.298686,1,115,6,6,2
73710,8,2,1,2,,3,3,1,25,,,1,1,,,,,,1,1,2,1,2,2,,,,,6,6,3,0,0,2,52,1,4,3,,16896.283442,16858.765342,2,109,4,4,0.47
73711,8,2,1,5,,1,1,2,67,,,1,1,,,,,,1,1,2,1,2,2,,,,,7,7,1,4,0,1,36,1,2,6,,17413.008276,18257.715353,1,106,4,4,0.46
73712,8,2,1,18,,5,6,1,224,2,,1,1,,15,,,,1,2,2,1,2,2,1,2,2,1,4,4,0,1,0,2,51,1,5,1,4,9009.87993,8729.687016,2,118,15,15,5
73713,8,2,1,3,,1,1,1,40,,,1,1,,,,,,1,1,2,1,2,2,,,,,5,4,2,0,0,1,24,1,2,1,4,15077.406799,15206.737881,1,111,99,4,0.76
73714,8,2,2,29,,3,3,1,,2,,1,1,,,5,1,2,1,2,2,1,2,2,1,2,2,1,3,3,1,0,0,2,29,1,5,1,,91379.032547,96550.719254,2,114,15,15,5
73715,8,2,2,38,,3,3,2,,2,,1,1,,,4,1,2,1,2,2,1,2,2,1,2,2,1,3,3,0,1,0,2,38,1,4,1,,107737.369017,114048.376574,1,105,9,9,3.07
73716,8,2,1,25,,3,3,2,,1,2,1,1,,,5,5,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,1,25,1,5,5,,92929.67535,95151.756211,1,105,8,8,4.35
73717,8,2,1,78,,4,4,2,,1,1,1,1,,,3,2,,1,2,2,1,2,2,1,2,2,,3,3,0,0,3,2,68,2,9,1,3,18655.901752,20230.569183,2,108,7,7,1.89
73718,8,2,1,53,,4,4,1,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,3,3,0,1,0,1,53,1,4,1,,21581.588345,21529.556816,1,116,5,5,1.02
73719,8,2,2,11,,1,1,2,142,,,1,1,,6,,,,1,1,2,1,2,2,1,2,2,1,7,7,0,4,1,1,66,2,1,1,1,11854.875948,12238.500766,1,107,6,6,0.7
73720,8,2,1,48,,4,4,2,,1,1,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,3,3,0,1,0,2,46,1,5,1,3,38313.250912,38220.880648,2,112,9,9,3.03
73721,8,1,2,80,,3,3,,,2,,1,1,,,3,3,,1,2,2,1,2,2,,,,,1,1,0,0,1,2,80,1,3,3,,38359.427853,0,1,105,6,6,2.18
73722,8,2,2,80,,4,4,1,,2,,1,1,,,4,2,,1,2,2,1,2,2,1,2,2,,1,1,0,0,1,2,80,1,4,2,,21300.728746,22037.897003,2,118,7,7,3.31
73723,8,2,1,77,,3,3,2,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,,2,2,0,0,2,1,77,1,4,1,4,65915.732311,66046.132365,2,112,15,15,5
73724,8,2,1,26,,4,4,1,,2,,1,1,,,4,5,,1,2,2,,,,1,2,2,1,2,2,0,0,1,1,26,1,4,5,,24440.55297,24215.070799,2,106,,,
73725,8,2,2,80,,3,3,2,,2,,1,1,,,4,2,,1,2,2,1,2,2,1,2,2,,2,2,0,0,1,2,80,1,4,2,,73783.534447,77051.185852,2,104,8,8,3.05
73726,8,2,2,67,,1,1,2,,2,,1,1,,,3,3,,1,2,2,1,2,2,1,2,2,1,7,7,0,4,1,2,33,1,3,1,2,13530.848271,14157.712152,1,106,8,8,1.34
73727,8,2,2,3,,4,4,1,44,,,1,1,,,,,,1,1,2,1,2,2,,,,,3,3,2,0,0,2,25,1,2,5,,12487.495646,12926.016513,1,115,2,2,0.31
73728,8,2,1,16,,3,3,2,196,,,1,1,,9,,,,1,2,2,1,2,2,1,2,2,1,6,6,0,2,0,1,46,1,4,1,5,54114.052475,58071.991591,2,112,15,15,3.13
73729,8,2,1,46,,3,3,2,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,4,4,0,1,0,2,47,1,4,1,4,85445.096077,90427.672011,1,105,9,9,2.59
73730,8,2,1,48,,1,1,2,,2,,1,1,,,3,5,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,2,50,1,2,5,,35862.473154,36336.342523,1,106,6,6,1.28
73731,8,2,1,12,,5,7,1,154,,,1,1,,6,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,1,37,2,4,1,4,9277.511363,11875.919961,2,106,15,15,4.61
73732,8,2,1,80,,3,3,2,,2,,2,1,9,,3,1,,1,2,2,1,2,2,1,2,2,,2,2,0,0,1,1,80,2,3,1,5,22729.702215,23580.054297,2,104,8,8,3.18
73733,8,2,2,23,,1,1,1,,2,,1,1,,,3,5,2,1,2,2,2,2,2,1,2,2,1,5,4,0,1,0,1,54,2,2,1,1,22652.578364,23661.877988,1,117,12,12,
73734,8,2,2,5,,4,4,1,66,,,1,1,,,,,,1,1,2,1,2,2,,,,,3,3,1,1,0,2,34,1,2,6,,14562.697618,15074.092934,2,105,1,1,0.03
73735,8,2,2,29,,2,2,2,,2,,2,1,99,,1,5,2,2,2,2,2,2,2,2,2,2,2,3,3,0,2,0,2,29,2,1,5,,31701.240708,33598.570856,2,116,1,1,0
73736,8,2,1,55,,4,4,1,,2,,1,1,,,5,5,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,1,1,55,1,5,5,,20612.386026,21196.668255,1,112,77,77,
73737,8,1,2,30,,5,7,,,2,,1,1,,,5,1,3,1,2,2,1,2,2,,,,,6,6,1,2,0,2,50,1,5,3,,17065.637254,0,2,106,10,10,2.19
73738,8,2,1,29,,4,4,1,,2,,1,1,,,5,5,,1,2,2,1,2,2,1,2,2,1,4,4,0,0,0,1,57,1,5,1,5,23650.246155,23432.055148,2,114,15,15,5
73739,8,2,2,46,,3,3,1,,2,,1,1,,,4,6,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,1,46,1,4,3,,19120.526421,18891.06364,1,108,6,6,1.47
73740,8,2,2,57,,5,6,1,,2,,2,2,6,,4,1,,1,2,2,1,2,2,1,2,2,1,4,4,0,0,1,2,80,,,2,,11342.039628,12270.492164,1,118,9,9,2.52
73741,8,2,2,47,,1,1,1,,2,,2,2,6,,1,1,,2,2,2,2,2,2,2,2,1,2,5,4,0,1,0,1,54,2,2,1,1,17488.940122,17405.891257,1,117,12,12,
73742,8,2,2,11,,5,7,2,135,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,1,5,5,1,2,0,2,32,1,3,1,4,10185.456206,10336.015375,2,112,7,7,1.43
73743,8,1,1,0,11,1,1,,,,,1,1,,,,,,1,1,2,1,2,2,,,,,4,4,1,0,0,2,23,1,3,5,,5606.005642,0,1,117,13,13,
73744,8,2,2,0,9,3,3,2,10,,,1,1,,,,,,1,1,2,1,2,2,,,,,5,5,1,2,0,1,46,1,1,6,,10259.032101,9858.92711,2,109,4,4,0.64
73745,8,2,1,7,,5,7,2,88,,,1,1,,0,,,,1,1,2,1,2,2,,,,,4,4,0,2,0,2,31,1,3,1,3,12204.283031,12010.35141,1,113,3,3,0.55
73746,8,2,2,64,,3,3,1,,2,,1,1,,,4,2,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,1,2,64,1,4,2,,26421.037692,26551.51467,1,117,3,3,1.22
73747,8,2,2,80,,2,2,1,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,,2,2,0,0,2,1,80,1,2,1,5,12038.542864,11835.299836,2,114,14,14,5
73748,8,2,1,0,10,4,4,1,11,,,1,1,,,,,,1,1,2,1,2,2,,,,,7,7,1,4,0,2,40,1,3,1,3,7441.252755,7629.339192,1,115,8,8,1.15
73749,8,2,1,29,,3,3,2,,2,,1,1,,,5,5,,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,1,29,1,5,5,,74931.34454,75764.778136,2,105,77,77,
73750,8,2,1,9,,5,7,1,111,,,2,1,3,3,,,,1,1,2,1,2,2,1,2,2,1,5,5,1,2,0,2,29,1,4,6,,49325.092393,50354.48482,2,115,7,7,1.43
73751,8,2,2,61,,3,3,2,,2,,1,1,,,3,4,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,1,2,61,1,3,4,,24606.886411,25639.564103,2,112,3,3,0.64
73752,8,2,2,8,,3,3,2,107,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,1,5,5,0,3,0,1,37,1,4,1,3,48097.920643,48726.519371,1,105,9,9,2.18
73753,8,2,2,11,,3,3,1,138,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,4,4,1,1,0,1,35,1,3,1,4,45132.531244,46203.395682,1,116,8,8,2.12
73754,8,2,1,15,,1,1,2,190,,,1,1,,8,,,,2,1,2,1,2,2,1,2,2,1,3,3,0,1,0,2,40,2,1,1,,22187.270766,23351.614363,1,109,4,4,0.84
73755,8,2,1,75,,1,1,2,,1,2,1,1,,,2,2,,1,2,2,1,2,2,1,2,2,,2,1,0,0,1,2,44,,,4,,12117.623992,12704.600739,2,107,7,4,1.63
73756,8,2,1,56,,3,3,1,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,4,4,0,0,0,1,56,1,4,1,5,18032.604908,18162.472671,1,112,77,77,
73757,8,2,2,29,,1,1,1,,2,,1,1,,,5,5,2,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,1,27,1,5,5,,45666.599712,48041.333247,1,111,14,14,5
73758,8,2,2,15,,3,3,2,188,,,1,1,,8,,,,1,1,2,1,2,2,1,2,2,1,7,7,1,3,0,2,50,1,4,1,5,66738.789468,70474.933187,2,107,15,15,5
73759,8,2,2,9,,1,1,2,117,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,4,4,1,1,0,1,20,1,3,6,,14801.887122,16285.832072,1,108,7,7,1.49
73760,8,2,1,64,,3,3,1,,1,2,1,1,,,3,3,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,1,64,1,3,3,,38259.331054,38410.200088,2,115,5,5,1.27
73761,8,2,1,17,,1,1,1,214,2,,1,1,,11,,,,1,2,2,1,2,2,1,2,2,1,5,5,0,3,0,1,42,1,2,1,2,17366.996271,17716.218043,1,106,3,3,0.4
73762,8,2,1,3,,2,2,2,48,,,1,1,,,,,,1,1,2,1,2,2,,,,,6,6,1,2,1,1,42,1,5,5,,13169.24684,14315.820277,2,104,10,10,2.19
73763,8,2,2,31,,2,2,2,,2,,1,1,,,4,1,2,1,2,2,1,2,2,1,2,2,1,6,6,2,2,0,2,31,1,4,1,4,36433.531882,38587.657682,1,109,1,1,0.06
73764,8,2,1,13,,5,6,2,159,,,1,1,,7,,,,1,1,1,1,2,1,1,2,2,1,5,5,1,2,0,2,42,2,3,1,5,9621.350297,9687.035027,2,104,10,10,2.51
73765,8,2,1,54,,1,1,2,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,3,3,0,1,0,1,54,1,4,1,,26556.369566,27921.395452,1,109,3,3,0.64
73766,8,2,2,75,,3,3,1,,2,,1,1,,,4,3,,1,2,2,1,2,2,1,2,2,,1,1,0,0,1,2,75,1,4,3,,22543.836025,24476.498822,2,111,5,5,1.75
73767,8,2,2,35,,5,6,2,,2,,2,2,3,,5,1,2,1,2,2,1,2,2,1,2,2,1,4,4,1,1,0,2,35,2,5,1,5,21017.541729,22861.501586,2,104,15,15,4.61
73768,8,2,2,4,,5,6,2,56,,,1,1,,,,,,1,1,2,1,2,2,,,,,4,4,1,1,0,1,49,1,5,1,4,13461.450155,14131.360274,2,113,14,14,3.35
73769,8,2,1,42,,2,2,2,,2,,77,,,,5,3,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,1,42,77,5,3,,28964.268666,29483.520513,1,110,77,77,
73770,8,2,2,50,,3,3,2,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,1,1,60,2,5,1,4,130319.531266,133025.634124,2,112,14,14,4.77
73771,8,2,1,0,3,3,3,2,5,,,1,1,,,,,,1,1,2,1,2,2,,,,,5,5,1,0,0,1,48,1,2,6,,10136.280476,10545.561855,1,114,6,6,1.2
73772,8,2,2,21,,1,1,1,,2,,1,1,,,4,5,2,1,2,2,1,2,2,1,2,2,1,4,4,0,0,0,1,41,2,3,1,4,30964.988757,31906.696994,1,117,15,15,4.71
73773,8,2,2,39,,1,1,2,,2,,1,1,,,4,1,2,1,2,2,1,2,2,1,2,2,1,5,5,1,2,0,1,57,1,5,1,4,39822.611662,38974.396012,1,109,15,15,4.17
73774,8,2,2,80,,4,4,2,,2,,1,1,,,4,2,,1,2,2,1,2,2,1,2,2,,2,2,0,1,1,2,80,1,4,2,,25488.351798,26155.908193,1,112,99,99,
73775,8,2,2,14,,4,4,2,179,,,1,1,,6,,,,1,1,2,1,2,2,1,2,2,1,5,5,1,3,0,2,29,1,2,5,,10356.939201,10368.154158,2,105,3,3,0.5
73776,8,2,2,19,,2,2,1,234,2,,2,2,1,9,,,,2,2,2,1,2,2,2,2,2,2,7,7,1,2,1,2,43,2,1,1,1,15642.680105,15181.787337,2,111,5,5,0.54
73777,8,1,1,5,,1,1,,,,,1,1,,,,,,1,1,2,1,2,2,,,,,4,4,2,0,0,1,24,1,3,5,,23764.480047,0,2,109,5,5,0.84
73778,8,2,1,62,,1,1,1,,2,,2,2,8,,4,1,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,1,1,62,2,4,1,,7949.392699,8566.726987,2,118,5,5,2.08
73779,8,2,1,62,,3,3,2,,2,,1,1,,,3,3,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,1,1,62,1,3,3,,34002.622995,34620.851794,2,112,1,1,0.04
73780,8,2,1,78,,3,3,2,,1,2,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,,2,2,0,0,2,1,78,1,5,1,3,82551.8095,82229.356981,2,108,77,77,
73781,8,2,2,48,,3,3,1,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,3,3,0,1,0,1,50,2,4,1,4,79883.979906,80388.038057,2,115,77,77,
73782,8,2,1,68,,3,3,1,,1,2,1,1,,,3,5,,1,2,2,1,2,2,1,2,2,1,2,1,0,0,1,1,68,1,3,5,,67426.086907,68652.014352,1,108,5,3,1.08
73783,8,2,1,26,,3,3,2,,2,,1,1,,,5,5,,1,2,2,1,2,2,1,2,2,1,4,4,1,0,2,1,65,1,5,1,4,117256.631099,118713.453094,1,105,15,15,4.67
73784,8,1,2,7,,1,1,,,,,1,1,,0,,,,2,1,2,2,2,2,,,,,3,3,0,1,0,2,28,2,2,1,2,16329.271486,0,2,113,6,6,1.52
73785,8,2,1,46,,5,6,2,,2,,2,1,4,,5,1,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,1,46,2,5,1,5,19037.393786,19330.725976,1,104,15,15,5
73786,8,2,2,18,,3,3,2,217,2,,1,1,,10,,,,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,2,41,2,2,3,,68544.325184,71736.536292,2,107,5,5,0.91
73787,8,2,1,71,,4,4,2,,2,,1,1,,,1,1,,1,2,2,1,2,2,1,2,2,,3,3,0,0,3,1,71,1,1,1,3,10590.439181,10975.790957,1,114,9,9,3.07
73788,8,2,2,9,,2,2,2,119,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,4,4,1,1,0,2,41,2,2,5,,13034.065587,13111.679809,2,105,2,2,0.37
73789,8,2,2,2,,4,4,2,25,,,1,1,,,,,,1,1,2,1,2,2,,,,,4,4,1,0,0,2,42,1,4,6,,7519.645321,7913.327427,2,104,15,15,4.19
73790,8,2,1,59,,3,3,2,,1,9,1,1,,,5,5,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,1,59,1,5,5,,115051.288923,123681.288113,2,113,7,7,3.08
73791,8,1,1,8,,4,4,,,,,1,1,,3,,,,1,1,2,1,2,2,,,,,7,7,0,4,0,1,55,1,4,1,4,7602.831496,0,1,107,5,5,0.59
73792,8,2,2,68,,3,3,2,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,2,68,1,5,1,5,94655.927633,96905.32178,1,110,15,15,5
73793,8,2,1,10,,1,1,2,131,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,7,7,0,4,0,2,45,1,4,1,4,15028.882164,15181.305548,1,109,14,14,2.25
73794,8,2,2,6,,2,2,1,78,,,1,1,,0,,,,1,1,2,1,2,2,,,,,7,7,1,4,0,2,32,1,2,5,,9095.231057,9334.339099,2,106,3,3,0.2
73795,8,2,1,59,,3,3,2,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,2,45,1,3,1,3,139320.855635,146724.020728,1,105,15,15,5
73796,8,2,2,5,,1,1,1,72,,,1,1,,,,,,1,1,2,1,2,2,,,,,6,6,1,3,0,1,37,1,3,1,3,14974.426607,15571.269146,1,111,7,7,1.27
73797,8,2,2,57,,3,3,2,,1,2,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,2,57,1,4,1,2,20911.517791,20984.32046,1,106,4,4,1
73798,8,2,1,11,,2,2,1,133,,,2,2,1,4,,,,2,1,1,1,2,2,2,2,2,2,7,7,1,2,1,2,43,2,1,1,1,15107.302764,15260.521491,2,111,5,5,0.54
73799,8,2,2,10,,1,1,1,129,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,,5,5,0,4,0,2,34,1,2,5,,18062.648829,18444.511961,2,111,13,13,
73800,8,2,2,54,,3,3,1,,2,,1,1,,,3,2,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,2,54,1,3,2,,26128.790074,27915.783669,2,109,4,4,1.29
73801,8,2,2,46,,2,2,1,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,4,4,0,1,0,2,46,1,3,1,5,26600.785497,26351.287693,1,108,15,15,4.67
73802,8,2,2,18,,5,6,1,218,2,,1,1,,13,,,,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,2,18,1,3,,,6113.246209,6773.564253,1,117,1,1,0
73803,8,2,1,14,,5,6,1,174,,,1,1,,9,,,,1,1,2,1,2,2,,2,2,,5,5,0,3,0,2,35,1,4,6,,10739.611088,10556.487863,1,118,7,7,1.27
73804,8,2,1,55,,1,1,2,,2,,2,2,4,,1,1,,2,2,2,2,2,2,2,2,2,2,5,5,0,0,0,1,55,2,1,1,3,25877.858263,26118.711373,1,109,5,5,0.87
73805,8,2,2,30,,3,3,1,,2,,1,1,,,4,5,2,1,2,2,1,2,2,,,,,2,2,0,0,0,2,48,1,2,5,,34555.05702,35682.922809,1,113,2,2,0.55
73806,8,2,1,63,,4,4,1,,1,2,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,1,1,63,1,3,1,5,12192.846617,12328.218177,2,114,14,14,5
73807,8,2,2,50,,3,3,2,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,2,50,1,3,1,3,113387.793825,121020.993596,1,110,15,15,5
73808,8,2,2,53,,3,3,2,,2,,1,1,,,4,5,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,2,56,1,3,5,,70343.140253,72416.167417,1,114,7,7,2.58
73809,8,2,2,52,,3,3,2,,2,,1,1,,,4,4,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,2,52,1,4,4,,110081.056257,113325.168178,1,106,6,6,1.33
73810,8,2,1,48,,2,2,2,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,7,7,0,4,0,2,45,1,4,1,4,35100.900844,34962.923664,1,109,14,14,2.25
73811,8,2,1,64,,3,3,2,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,1,64,1,5,1,,87281.736911,90455.614503,1,105,5,5,1.32
73812,8,2,1,5,,3,3,2,69,,,1,1,,,,,,1,1,2,1,2,2,,,,,3,3,1,1,0,2,27,1,3,5,,19657.679784,19614.030018,2,107,3,3,0.66
73813,8,2,2,34,,3,3,1,,2,,1,1,,,3,1,2,1,2,2,1,2,2,1,2,2,1,7,7,0,4,0,1,37,1,4,1,3,67808.788669,69519.322711,2,116,14,14,2.22
73814,8,2,1,0,4,4,4,2,4,,,1,1,,,,,,1,1,2,1,2,2,,,,,6,6,1,3,0,2,29,1,3,6,,5659.35261,6463.747646,1,106,1,1,0.11
73815,8,2,2,72,,4,4,1,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,,2,2,0,0,2,1,76,,,1,4,19721.999749,20018.247495,1,112,8,8,3.22
73816,8,2,1,64,,2,2,1,,2,,2,1,3,,3,1,,2,2,2,1,2,2,2,2,1,2,3,3,0,0,2,1,64,2,3,1,3,9438.944176,9424.72237,1,108,6,6,1.54
73817,8,2,1,0,6,1,1,1,7,,,1,1,,,,,,2,1,1,2,2,1,,,,,7,5,3,2,0,2,32,2,3,6,,6994.024909,6951.02375,2,118,5,2,0.29
73818,8,2,1,5,,4,4,1,67,,,1,1,,,,,,1,1,2,1,2,2,,,,,4,4,1,2,0,1,37,2,5,2,,10525.595909,10677.567255,1,108,15,15,5
73819,8,2,1,4,,2,2,1,56,,,1,1,,,,,,1,1,2,1,2,2,,,,,3,3,1,0,0,2,39,2,5,1,3,12248.185092,12648.931163,1,108,15,15,5
73820,8,2,1,56,,3,3,2,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,3,3,0,1,0,2,52,1,4,1,3,156804.433873,158003.755054,1,113,9,9,3.2
73821,8,2,2,56,,3,3,2,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,1,59,1,3,1,5,112543.401742,114880.380844,2,113,15,15,5
73822,8,2,2,13,,4,4,2,165,,,1,1,,8,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,2,41,1,4,1,,16052.588483,16308.789368,1,106,1,1,0.03
73823,8,2,1,35,,4,4,1,,2,,2,2,1,,4,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,2,33,1,5,1,4,33441.912531,39799.431193,2,111,6,6,2.03
73824,8,2,1,11,,4,4,2,138,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,1,5,5,1,3,0,2,29,1,2,5,,6510.024598,6545.987069,2,105,3,3,0.5
73825,8,2,2,64,,5,6,1,,2,,2,1,7,,5,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,2,64,2,5,1,5,17027.302711,17087.868786,2,118,15,15,5
73826,8,2,2,14,,1,1,1,179,,,1,1,,9,,,,2,1,2,1,2,2,1,2,2,1,6,6,0,4,0,1,38,2,1,6,,12978.303132,13061.268439,1,116,4,4,0.54
73827,8,2,2,11,,1,1,2,138,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,3,3,0,2,0,2,41,1,4,3,,14801.887122,14735.009026,1,108,15,15,5
73828,8,2,2,4,,4,4,2,53,,,1,1,,,,,,1,1,2,1,2,2,,,,,4,4,1,1,0,1,34,1,4,6,,15496.764111,15963.633328,2,108,9,9,2.64
73829,8,2,2,7,,5,6,2,91,,,1,1,,2,,,,1,1,2,1,2,2,,,,,3,3,0,1,0,1,59,2,5,1,5,13780.914304,13721.935248,1,105,15,15,5
73830,8,1,1,64,,5,6,,,2,,2,1,6,,3,1,,1,2,1,1,2,2,,,,,3,3,0,0,1,1,64,2,3,1,,16791.752141,0,1,110,15,15,5
73831,8,2,2,48,,5,7,2,,2,,1,1,,,3,3,,1,2,2,1,2,2,1,2,2,1,4,4,1,0,0,2,48,1,3,3,,52818.067398,55591.563596,1,114,6,6,1.4
73832,8,1,1,77,,4,4,,,1,2,1,1,,,4,1,,1,2,2,1,2,2,,,,,2,2,0,0,2,1,77,1,4,1,,19001.381414,0,2,108,10,10,4.45
73833,8,2,2,34,,5,6,2,,2,,2,2,4,,5,1,3,1,2,2,1,2,2,1,2,2,1,3,3,1,0,0,2,34,2,5,1,5,12096.430859,13157.703068,2,117,15,15,5
73834,8,2,1,64,,5,6,1,,2,,2,1,7,,5,5,,1,2,2,,,,,,,,1,1,0,0,1,1,64,2,5,5,,14169.219207,16153.091113,2,118,,,
