,tweet,favourite_count,retweet_count,tweet_cleaned,subjectivity,polarity,polarity_analysis,subjectivity_analysis,type
113,"@Jioriku @MaxWinebach I have an extra airtag, take it or leave it",0.0,0,"I have an extra airtag, take it or leave it",0.1,0.0,Neutral,Objective,Neutral and Objective
114,"It's a bit of a tight fit, but it is technically possible to put a sticker from my (unreleased, prototype) Mutant Standard sticker sheet on an AirTag. https://t.co/iIp9zKWUsW",8.0,0,"It's a bit of a tight fit, but it is technically possible to put a sticker from my (unreleased, prototype) Mutant Standard sticker sheet on an AirTag.",0.42142857142857143,0.05535714285714286,Positive,Objective,Positive and Objective
115,We put #Apple #new #AirTag #tracker to the #test - here's what happened - @Newsweek @rrabg5 @Apple https://t.co/pXjyccHF3h,0.0,0,We put to the - here's what happened -,0.0,0.0,Neutral,Objective,Neutral and Objective
116,Cute hack of the Apple #AirTag protocol for low-bps high-latency comms. Not useful for #redteam work but could be interesting vector for spy gear trying to hide their comms. https://t.co/N9ssyo91Lv,0.0,2,Cute hack of the Apple protocol for low-bps high-latency comms. Not useful for work but could be interesting vector for spy gear trying to hide their comms.,0.5,0.2833333333333333,Positive,Neutral,Positive and Neutral
117,"Thanos:  “Fine… I’ll do it myself!”

@apple @tim_cook @pschiller @reneritchie @siracusa @MKBHD @gregjoz @jon_prosser 

#TagYourSiriRemote #AirTag https://t.co/zxLLTlz8ow",0.0,0,Thanos: Fine Ill do it myself!,0.75,-0.10416666666666666,Negative,Subjective,Negative and Subjective
118,"@SpacePorsche on latest iPhones it takes ""a few hours,"" beeping happens after ""about three days"" https://t.co/6mwwRWQSWk",1.0,0,"on latest iPhones it takes ""a few hours,"" beeping happens after ""about three days""",0.5,0.15,Positive,Neutral,Positive and Neutral
119,@jackie_cs_ In the presentation it said that if someone else’s airtag was following without its owner present you it would be notified almost immediately,1.0,0,In the presentation it said that if someone elses airtag was following without its owner present you it would be notified almost immediately,0.05,0.0,Neutral,Objective,Neutral and Objective
120,"Bits #169 - #Starlink, #GeForceRTX3050, #AirTag, #MercedesEQT

https://t.co/5DWeCW4Q4s",0.0,2,"Bits - , , , ://",0.0,0.0,Neutral,Objective,Neutral and Objective
121,@tim_cook I’m waiting for an AirPod case with AirTag functionality built in 😉,0.0,0,Im waiting for an AirPod case with AirTag functionality built in,0.0,0.0,Neutral,Objective,Neutral and Objective
122,Apple AirTag hacked again – free internet with no mobile data plan! https://t.co/HFYzh0ocPu,0.0,0,Apple AirTag hacked again free internet with no mobile data plan!,0.8,0.5,Positive,Subjective,Positive and Subjective
123,@michael_billig Yup! And my AirTag arrived 7 days sooner than the Store predicted.,1.0,0,Yup! And my AirTag arrived days sooner than the Store predicted.,0.0,0.0,Neutral,Objective,Neutral and Objective
124,Spacex is outfitting its Dragon spacecraft with an AirTag.,0.0,0,Spacex is outfitting its Dragon spacecraft with an AirTag.,0.0,0.0,Neutral,Objective,Neutral and Objective
125,"Hold on, will an airtag used to track an android user alert them to being tracked?",1.0,0,"Hold on, will an airtag used to track an android user alert them to being tracked?",0.0,0.0,Neutral,Objective,Neutral and Objective
126,"@De_Cavalli @_lilderick If you have to worry about that get a gps tracker, AirTag, or just leave her!🤣🤣",1.0,0,"If you have to worry about that get a gps tracker, AirTag, or just leave her!",0.0,0.0,Neutral,Objective,Neutral and Objective
127,"Accurately track your bags, keys and more with the new Apple AirTags

Price: $29.99
Link: https://t.co/hWcw25mYu3

Grab a holder for your AirTags here as well: https://t.co/LOKzv0Xdi5 https://t.co/US4FYdo91q",0.0,0,"Accurately track your bags, keys and more with the new Apple AirTagsPrice: $29.99Link: a holder for your AirTags here as well:",0.5292929292929293,0.3454545454545455,Positive,Subjective,Positive and Subjective
128,Leather Protective Sleeve Case Cover For Apple Airtag Tracker Location Protector For Iphone Airtags Keychain Smart Accessories https://t.co/4PeZxlUhHp,0.0,0,Leather Protective Sleeve Case Cover For Apple Airtag Tracker Location Protector For Iphone Airtags Keychain SmartAccessories,0.0,0.0,Neutral,Objective,Neutral and Objective
129,i'm gonna get an airtag for my dog so if she ever get lost i'll know exactly where to find her,2.0,0,i'm gonna get an airtag for my dog so if she ever get lost i'll know exactly where to find her,0.25,0.25,Positive,Objective,Positive and Objective
130,"@datsme4sure1 well they've existed for many years already, think TrackR
https://t.co/3yFp9vV8eq
but that barely made a blip with the public, which changes with Apple promoting their version. their only hope is if they share the database of AirTag owners with authorities.",0.0,0,"well they've existed for many years already, think TrackR that barely made a blip with the public, which changes with Apple promoting their version. their only hope is if they share the database of AirTag owners with authorities.",0.41666666666666663,0.1375,Positive,Objective,Positive and Objective
131,Yeah im getting an airtag for my wallet cause aint no way I lost this mf,0.0,0,Yeah im getting an airtag for my wallet cause aint no way I lost this mf,0.0,0.0,Neutral,Objective,Neutral and Objective
132,Today I 3D modelled and printed AirTag case for my backpack 🤓 #3Dprinting #AirTag #prusa https://t.co/h1MfzSt1Rh,0.0,0,Today I D modelled and printed AirTag case for my backpack,0.0,0.0,Neutral,Objective,Neutral and Objective
133,"New Apple AirTag for $29.99

https://t.co/jPxlgE4S5B  

𝑴𝒖𝒔𝒕 𝑯𝒂𝒗𝒆 𝒕𝒐 𝑯𝒆𝒍𝒑 𝑻𝒓𝒂𝒄𝒌 𝒀𝒐𝒖𝒓 𝑫𝒆𝒗𝒊𝒄𝒆𝒔 𝑨𝒍𝒍 𝒊𝒏 𝑻𝒉𝒆 𝑨𝒑𝒑𝒍𝒆 𝑭𝒊𝒏𝒅 𝑴𝒚 𝑵𝒆𝒕𝒘𝒐𝒓𝒌 𝑨𝒑𝒑

#Apple #AirTags #Deals #Amazon https://t.co/UFVlquxwwl",0.0,0,New Apple AirTag for $29.99,0.45454545454545453,0.13636363636363635,Positive,Objective,Positive and Objective
134,I’m buying the Apple AirTag for my dog.,3.0,0,Im buying the Apple AirTag for my dog.,0.0,0.0,Neutral,Objective,Neutral and Objective
135,bookofjoe: Sending an Apple AirTag by mail to myself in the Netherlands. How well does the AirTag work outside? https://t.co/n879jT9DTN,0.0,0,bookofjoe: Sending an Apple AirTag by mail to myself in the Netherlands. How well does the AirTag work outside?,0.05,0.0,Neutral,Objective,Neutral and Objective
136,Chipolo ONE Spot With Keyring Hole Offers Cheaper AirTag Alternative #AppleNews https://t.co/oemt9SPfOT https://t.co/da90Rcg2Ro,1.0,1,Chipolo ONE Spot With Keyring Hole Offers Cheaper AirTag Alternative,0.0,0.1,Positive,Objective,Positive and Objective
137,"Best AirTag accessories 2021: Key chains, straps, and mounts  https://t.co/nq46EEE9mx ZDNet",0.0,1,"Best AirTag accessories : Key chains, straps, and mounts ZDNet",0.65,0.5,Positive,Subjective,Positive and Subjective
138,"AirTag jailbreak -&gt; so quickly after release ;) 
https://t.co/sYrQV5Elfy",0.0,0,AirTag jailbreak -&gt; so quickly after release,0.5,0.3333333333333333,Positive,Neutral,Positive and Neutral
139,"Best AirTag accessories 2021: Key chains, straps, and mounts  https://t.co/feK4A7DEh7",2.0,1,"Best AirTag accessories : Key chains, straps, and mounts",0.65,0.5,Positive,Subjective,Positive and Subjective
140,Apple Airtag unboxing / review |GB| https://t.co/touxL1ROxB https://t.co/M7cJ43wQKf,0.0,0,Apple Airtag unboxing / review |GB|,0.0,0.0,Neutral,Objective,Neutral and Objective
141,"Apple Airtag unboxing / review |GB| 

https://t.co/touxL1ROxB https://t.co/E3OehBFg1c",0.0,0,Apple Airtag unboxing / review |GB|,0.0,0.0,Neutral,Objective,Neutral and Objective
142,"If you lose your keys, the remote, and other things on a regular basis, you need to check this out. 👇
#technology #apple 
https://t.co/lr1hy85SVU",1.0,1,"If you lose your keys, the remote, and other things on a regular basis, you need to check this out.",0.21730769230769229,-0.075,Negative,Objective,Negative and Objective
143,I have an AirTag problem,0.0,0,I have an AirTag problem,0.0,0.0,Neutral,Objective,Neutral and Objective
144,Finna purchase an Apple Airtag 😌😌,0.0,0,Finna purchase an Apple Airtag,0.0,0.0,Neutral,Objective,Neutral and Objective
145,Why are all the Airtag keychains so fucking huge.,0.0,0,Why are all the Airtag keychains so fucking huge.,0.9,0.4000000000000001,Positive,Subjective,Positive and Subjective
146,@continentalshlf gonna airtag my shit,2.0,0,gonna airtag my shit,0.8,-0.2,Negative,Subjective,Negative and Subjective
147,"Just Released! AirTagLocator App in the Google Play Store https://t.co/h6UGAAPguR Discouraging #AirTag Stalking by giving #Android users the ability to detect AirTags around them. Be safe out there, folks! @Xamarin",9.0,1,"Just Released! AirTagLocator App in the Google Play Store Discouraging Stalking by giving users the ability to detect AirTags around them. Be safe out there, folks!",0.5,0.625,Positive,Neutral,Positive and Neutral
148,@ridgewallet I did few years ago. You should machine a hole under the money clip to hide a Airtag under the money band. I definitely would by a second wallet.,0.0,0,I did few years ago. You should machine a hole under the money clip to hide a Airtag under the money band. I definitely would by a second wallet.,0.19999999999999998,-0.06666666666666667,Negative,Objective,Negative and Objective
149,@Apple next product: Apple pen airtag please.,0.0,0,next product: Apple pen airtag please.,0.0,0.0,Neutral,Objective,Neutral and Objective
150,Are 4 letter dog names going to be the new standard because it’s the most that fit on an AirTag? https://t.co/Y2xAxoF6PG,2.0,0,Are letter dog names going to be the new standard because its the most that fit on an AirTag?,0.3386363636363636,0.2590909090909091,Positive,Objective,Positive and Objective
151,Put an #AirTag in her pocket. https://t.co/TDMf2vNMWt,1.0,1,Put an in her pocket.,0.0,0.0,Neutral,Objective,Neutral and Objective
152,The Hidden Cost Of Apple's AirTag Tracker | Screen Rant https://t.co/baMAbbRjJq https://t.co/RqqFclpDZt,0.0,0,The Hidden Cost Of Apple's AirTag Tracker | Screen Rant,0.3333333333333333,-0.16666666666666666,Negative,Objective,Negative and Objective
153,"Making sure I know where my coffee is all the time.

#Apple #AirTag #Coffee #tech #photooftheday #coffeelovers https://t.co/1Ey1nbIplq",0.0,0,Making sure I know where my coffee is all the time.,0.8888888888888888,0.5,Positive,Subjective,Positive and Subjective
154,"@Apple’s AirTag is great for home usage, but for millions of assets in your business you need another solution. Here’s one: https://t.co/vuDGVwCRaI #AssetTracking",0.0,0,"AirTag is great for home usage, but for millions of assets in your business you need another solution. Heres one:",0.75,0.8,Positive,Subjective,Positive and Subjective
155,"@GyanTherapy @YouTube Bro, in your video airtag showed distance at 7 m, but in MKBHD's video, airtag showed distance of 24ft.
How's this possible? https://t.co/DXAHbzE4JU",0.0,0,"Bro, in your video airtag showed distance at m, but in MKBHD's video, airtag showed distance of ft.How's this possible?",1.0,0.0,Neutral,Subjective,Neutral and Subjective
156,iOS 14.6 lets you use an email address to put AirTag and other items into Lost Mode https://t.co/kfTKB9AsJQ https://t.co/HjtyLvg1Hd,0.0,0,iOS lets you use an email address to put AirTag and other items into Lost Mode,0.375,-0.125,Negative,Objective,Negative and Objective
157,@emkwan Can i get one Airtag from u my brother,0.0,0,Can i get one Airtag from u my brother,0.0,0.0,Neutral,Objective,Neutral and Objective
158,"@Apple's #AirTag - a Bluetooth-enabled gadget to help users find and secure their essentials like keys, wallets, and luggage may be at risk of #cyber hack. #cybersecurity #ciso https://t.co/nc0W9OMt1o https://t.co/u32b6qU4GO",1.0,1,"'s - a Bluetooth-enabled gadget to help users find and secure their essentials like keys, wallets, and luggage may be at risk of hack.",0.6,0.4,Positive,Subjective,Positive and Subjective
159,With 75% of people buying an AirTag Apple looks like it's onto a winner https://t.co/RtSpaAj0zO https://t.co/RaAX3BTAtd,0.0,0,With % of people buying an AirTag Apple looks like it's onto a winner,0.0,0.0,Neutral,Objective,Neutral and Objective
160,With 75% of people buying an AirTag Apple looks like it's onto a winner https://t.co/YWFRk1pbIM https://t.co/9Cwq8ojtFh,0.0,0,With % of people buying an AirTag Apple looks like it's onto a winner,0.0,0.0,Neutral,Objective,Neutral and Objective
161,"Hey @Fossil please make a wallet with a built in secure #Airtag compartment, post haste. Also a little “slide your ID out” cut out in the ID part would be cool too.",0.0,0,"Hey please make a wallet with a built in secure compartment, post haste. Also a little slide your ID out cut out in the ID part would be cool too.",0.5833333333333334,0.1875,Positive,Subjective,Positive and Subjective
162,Apple AirTAG - Best But WORST For me !  #gyantherapy https://t.co/nbrpd8lULh via @YouTube,198.0,6,Apple AirTAG - Best But WORST For me ! via,0.65,0.0,Neutral,Subjective,Neutral and Subjective
